PokeID,Rank,Type,Pokemon,Icon,Details Link,Metric,Values
P3901-729,729,Water,Brionne,https://img.pokemondb.net/sprites/sword-shield/icon/brionne.png,https://pokemondb.net/pokedex/brionne,Defense,150
P3902-730,730,Water,Primarina,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,https://pokemondb.net/pokedex/primarina,Defense,190
P3903-730,730,Fairy,Primarina,https://img.pokemondb.net/sprites/sword-shield/icon/primarina.png,https://pokemondb.net/pokedex/primarina,Defense,190
P3904-731,731,Normal,Pikipek,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,https://pokemondb.net/pokedex/pikipek,Defense,60
P3905-731,731,Flying,Pikipek,https://img.pokemondb.net/sprites/sword-shield/icon/pikipek.png,https://pokemondb.net/pokedex/pikipek,Defense,60
P3906-732,732,Normal,Trumbeak,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,https://pokemondb.net/pokedex/trumbeak,Defense,100
P3907-732,732,Flying,Trumbeak,https://img.pokemondb.net/sprites/sword-shield/icon/trumbeak.png,https://pokemondb.net/pokedex/trumbeak,Defense,100
P3908-733,733,Normal,Toucannon,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,https://pokemondb.net/pokedex/toucannon,Defense,150
P3909-733,733,Flying,Toucannon,https://img.pokemondb.net/sprites/sword-shield/icon/toucannon.png,https://pokemondb.net/pokedex/toucannon,Defense,150
P3910-734,734,Normal,Yungoos,https://img.pokemondb.net/sprites/sword-shield/icon/yungoos.png,https://pokemondb.net/pokedex/yungoos,Defense,60
P3911-735,735,Normal,Gumshoos,https://img.pokemondb.net/sprites/sword-shield/icon/gumshoos.png,https://pokemondb.net/pokedex/gumshoos,Defense,120
P3912-736,736,Bug,Grubbin,https://img.pokemondb.net/sprites/sword-shield/icon/grubbin.png,https://pokemondb.net/pokedex/grubbin,Defense,90
P3913-737,737,Bug,Charjabug,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,https://pokemondb.net/pokedex/charjabug,Defense,170
P3914-737,737,Electric,Charjabug,https://img.pokemondb.net/sprites/sword-shield/icon/charjabug.png,https://pokemondb.net/pokedex/charjabug,Defense,170
P3915-738,738,Bug,Vikavolt,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,https://pokemondb.net/pokedex/vikavolt,Defense,165
P3916-738,738,Electric,Vikavolt,https://img.pokemondb.net/sprites/sword-shield/icon/vikavolt.png,https://pokemondb.net/pokedex/vikavolt,Defense,165
P3917-739,739,Fighting,Crabrawler,https://img.pokemondb.net/sprites/sword-shield/icon/crabrawler.png,https://pokemondb.net/pokedex/crabrawler,Defense,104
P3918-740,740,Fighting,Crabominable,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,https://pokemondb.net/pokedex/crabominable,Defense,144
P3919-740,740,Ice,Crabominable,https://img.pokemondb.net/sprites/sword-shield/icon/crabominable.png,https://pokemondb.net/pokedex/crabominable,Defense,144
P3920-741,741,Fire,Oricorio-Baile Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3921-741,741,Flying,Oricorio-Baile Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-baile.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3922-741,741,Electric,Oricorio-Pom-Pom Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3923-741,741,Flying,Oricorio-Pom-Pom Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pom-pom.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3924-741,741,Psychic,Oricorio-Pa'u Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3925-741,741,Flying,Oricorio-Pa'u Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-pau.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3926-741,741,Ghost,Oricorio-Sensu Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3927-741,741,Flying,Oricorio-Sensu Style,https://img.pokemondb.net/sprites/sword-shield/icon/oricorio-sensu.png,https://pokemondb.net/pokedex/oricorio,Defense,140
P3928-742,742,Bug,Cutiefly,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,https://pokemondb.net/pokedex/cutiefly,Defense,80
P3929-742,742,Fairy,Cutiefly,https://img.pokemondb.net/sprites/sword-shield/icon/cutiefly.png,https://pokemondb.net/pokedex/cutiefly,Defense,80
P3930-743,743,Bug,Ribombee,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,https://pokemondb.net/pokedex/ribombee,Defense,130
P3931-743,743,Fairy,Ribombee,https://img.pokemondb.net/sprites/sword-shield/icon/ribombee.png,https://pokemondb.net/pokedex/ribombee,Defense,130
P3932-744,744,Rock,Rockruff,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff.png,https://pokemondb.net/pokedex/rockruff,Defense,80
P3933-744,744,Rock,Rockruff-Own Tempo Rockruff,https://img.pokemondb.net/sprites/sword-shield/icon/rockruff-own-tempo.png,https://pokemondb.net/pokedex/rockruff,Defense,80
P3934-745,745,Rock,Lycanroc-Midday Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midday.png,https://pokemondb.net/pokedex/lycanroc,Defense,130
P3935-745,745,Rock,Lycanroc-Midnight Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-midnight.png,https://pokemondb.net/pokedex/lycanroc,Defense,150
P3936-745,745,Rock,Lycanroc-Dusk Form,https://img.pokemondb.net/sprites/sword-shield/icon/lycanroc-dusk.png,https://pokemondb.net/pokedex/lycanroc,Defense,130
P3937-746,746,Water,Wishiwashi-Solo Form,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-solo.png,https://pokemondb.net/pokedex/wishiwashi,Defense,45
P3938-746,746,Water,Wishiwashi-School Form,https://img.pokemondb.net/sprites/sword-shield/icon/wishiwashi-school.png,https://pokemondb.net/pokedex/wishiwashi,Defense,265
P3939-747,747,Poison,Mareanie,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,https://pokemondb.net/pokedex/mareanie,Defense,114
P3940-747,747,Water,Mareanie,https://img.pokemondb.net/sprites/sword-shield/icon/mareanie.png,https://pokemondb.net/pokedex/mareanie,Defense,114
P3941-748,748,Poison,Toxapex,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,https://pokemondb.net/pokedex/toxapex,Defense,294
P3942-748,748,Water,Toxapex,https://img.pokemondb.net/sprites/sword-shield/icon/toxapex.png,https://pokemondb.net/pokedex/toxapex,Defense,294
P3943-749,749,Ground,Mudbray,https://img.pokemondb.net/sprites/sword-shield/icon/mudbray.png,https://pokemondb.net/pokedex/mudbray,Defense,125
P3944-750,750,Ground,Mudsdale,https://img.pokemondb.net/sprites/sword-shield/icon/mudsdale.png,https://pokemondb.net/pokedex/mudsdale,Defense,185
P3945-751,751,Water,Dewpider,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,https://pokemondb.net/pokedex/dewpider,Defense,124
P3946-751,751,Bug,Dewpider,https://img.pokemondb.net/sprites/sword-shield/icon/dewpider.png,https://pokemondb.net/pokedex/dewpider,Defense,124
P3947-752,752,Water,Araquanid,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,https://pokemondb.net/pokedex/araquanid,Defense,224
P3948-752,752,Bug,Araquanid,https://img.pokemondb.net/sprites/sword-shield/icon/araquanid.png,https://pokemondb.net/pokedex/araquanid,Defense,224
P3949-753,753,Grass,Fomantis,https://img.pokemondb.net/sprites/sword-shield/icon/fomantis.png,https://pokemondb.net/pokedex/fomantis,Defense,70
P3950-754,754,Grass,Lurantis,https://img.pokemondb.net/sprites/sword-shield/icon/lurantis.png,https://pokemondb.net/pokedex/lurantis,Defense,180
P3951-755,755,Grass,Morelull,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,https://pokemondb.net/pokedex/morelull,Defense,130
P3952-755,755,Fairy,Morelull,https://img.pokemondb.net/sprites/sword-shield/icon/morelull.png,https://pokemondb.net/pokedex/morelull,Defense,130
P3953-756,756,Grass,Shiinotic,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,https://pokemondb.net/pokedex/shiinotic,Defense,180
P3954-756,756,Fairy,Shiinotic,https://img.pokemondb.net/sprites/sword-shield/icon/shiinotic.png,https://pokemondb.net/pokedex/shiinotic,Defense,180
P3955-757,757,Poison,Salandit,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,https://pokemondb.net/pokedex/salandit,Defense,80
P3956-757,757,Fire,Salandit,https://img.pokemondb.net/sprites/sword-shield/icon/salandit.png,https://pokemondb.net/pokedex/salandit,Defense,80
P3957-758,758,Poison,Salazzle,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,https://pokemondb.net/pokedex/salazzle,Defense,120
P3958-758,758,Fire,Salazzle,https://img.pokemondb.net/sprites/sword-shield/icon/salazzle.png,https://pokemondb.net/pokedex/salazzle,Defense,120
P3959-759,759,Normal,Stufful,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,https://pokemondb.net/pokedex/stufful,Defense,100
P3960-759,759,Fighting,Stufful,https://img.pokemondb.net/sprites/sword-shield/icon/stufful.png,https://pokemondb.net/pokedex/stufful,Defense,100
P3961-760,760,Normal,Bewear,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,https://pokemondb.net/pokedex/bewear,Defense,140
P3962-760,760,Fighting,Bewear,https://img.pokemondb.net/sprites/sword-shield/icon/bewear.png,https://pokemondb.net/pokedex/bewear,Defense,140
P3963-761,761,Grass,Bounsweet,https://img.pokemondb.net/sprites/sword-shield/icon/bounsweet.png,https://pokemondb.net/pokedex/bounsweet,Defense,76
P3964-762,762,Grass,Steenee,https://img.pokemondb.net/sprites/sword-shield/icon/steenee.png,https://pokemondb.net/pokedex/steenee,Defense,96
P3965-763,763,Grass,Tsareena,https://img.pokemondb.net/sprites/sword-shield/icon/tsareena.png,https://pokemondb.net/pokedex/tsareena,Defense,196
P3966-764,764,Fairy,Comfey,https://img.pokemondb.net/sprites/sword-shield/icon/comfey.png,https://pokemondb.net/pokedex/comfey,Defense,200
P3967-765,765,Normal,Oranguru,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,https://pokemondb.net/pokedex/oranguru,Defense,190
P3968-765,765,Psychic,Oranguru,https://img.pokemondb.net/sprites/sword-shield/icon/oranguru.png,https://pokemondb.net/pokedex/oranguru,Defense,190
P3969-766,766,Fighting,Passimian,https://img.pokemondb.net/sprites/sword-shield/icon/passimian.png,https://pokemondb.net/pokedex/passimian,Defense,150
P3970-767,767,Bug,Wimpod,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,https://pokemondb.net/pokedex/wimpod,Defense,70
P3971-767,767,Water,Wimpod,https://img.pokemondb.net/sprites/sword-shield/icon/wimpod.png,https://pokemondb.net/pokedex/wimpod,Defense,70
P3972-768,768,Bug,Golisopod,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,https://pokemondb.net/pokedex/golisopod,Defense,230
P3973-768,768,Water,Golisopod,https://img.pokemondb.net/sprites/sword-shield/icon/golisopod.png,https://pokemondb.net/pokedex/golisopod,Defense,230
P3974-769,769,Ghost,Sandygast,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,https://pokemondb.net/pokedex/sandygast,Defense,125
P3975-769,769,Ground,Sandygast,https://img.pokemondb.net/sprites/sword-shield/icon/sandygast.png,https://pokemondb.net/pokedex/sandygast,Defense,125
P3976-770,770,Ghost,Palossand,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,https://pokemondb.net/pokedex/palossand,Defense,185
P3977-770,770,Ground,Palossand,https://img.pokemondb.net/sprites/sword-shield/icon/palossand.png,https://pokemondb.net/pokedex/palossand,Defense,185
P3978-771,771,Water,Pyukumuku,https://img.pokemondb.net/sprites/sword-shield/icon/pyukumuku.png,https://pokemondb.net/pokedex/pyukumuku,Defense,260
P3979-772,772,Normal,Type: Null,https://img.pokemondb.net/sprites/sword-shield/icon/type-null.png,https://pokemondb.net/pokedex/type-null,Defense,190
P3980-773,773,Normal,Silvally,https://img.pokemondb.net/sprites/sword-shield/icon/silvally.png,https://pokemondb.net/pokedex/silvally,Defense,190
P3981-774,774,Rock,Minior-Meteor Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,https://pokemondb.net/pokedex/minior,Defense,200
P3982-774,774,Flying,Minior-Meteor Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-meteor.png,https://pokemondb.net/pokedex/minior,Defense,200
P3983-774,774,Rock,Minior-Core Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,https://pokemondb.net/pokedex/minior,Defense,120
P3984-774,774,Flying,Minior-Core Form,https://img.pokemondb.net/sprites/sword-shield/icon/minior-core.png,https://pokemondb.net/pokedex/minior,Defense,120
P3985-775,775,Normal,Komala,https://img.pokemondb.net/sprites/sword-shield/icon/komala.png,https://pokemondb.net/pokedex/komala,Defense,160
P3986-776,776,Fire,Turtonator,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,https://pokemondb.net/pokedex/turtonator,Defense,220
P3987-776,776,Dragon,Turtonator,https://img.pokemondb.net/sprites/sword-shield/icon/turtonator.png,https://pokemondb.net/pokedex/turtonator,Defense,220
P3988-777,777,Electric,Togedemaru,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,https://pokemondb.net/pokedex/togedemaru,Defense,136
P3989-777,777,Steel,Togedemaru,https://img.pokemondb.net/sprites/sword-shield/icon/togedemaru.png,https://pokemondb.net/pokedex/togedemaru,Defense,136
P3990-778,778,Ghost,Mimikyu,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,https://pokemondb.net/pokedex/mimikyu,Defense,185
P3991-778,778,Fairy,Mimikyu,https://img.pokemondb.net/sprites/sword-shield/icon/mimikyu.png,https://pokemondb.net/pokedex/mimikyu,Defense,185
P3992-779,779,Water,Bruxish,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,https://pokemondb.net/pokedex/bruxish,Defense,140
P3993-779,779,Psychic,Bruxish,https://img.pokemondb.net/sprites/sword-shield/icon/bruxish.png,https://pokemondb.net/pokedex/bruxish,Defense,140
P3994-780,780,Normal,Drampa,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,https://pokemondb.net/pokedex/drampa,Defense,176
P3995-780,780,Dragon,Drampa,https://img.pokemondb.net/sprites/sword-shield/icon/drampa.png,https://pokemondb.net/pokedex/drampa,Defense,176
P3996-781,781,Ghost,Dhelmise,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,https://pokemondb.net/pokedex/dhelmise,Defense,190
P3997-781,781,Grass,Dhelmise,https://img.pokemondb.net/sprites/sword-shield/icon/dhelmise.png,https://pokemondb.net/pokedex/dhelmise,Defense,190
P3998-782,782,Dragon,Jangmo-o,https://img.pokemondb.net/sprites/sword-shield/icon/jangmo-o.png,https://pokemondb.net/pokedex/jangmo-o,Defense,110
P3999-783,783,Dragon,Hakamo-o,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,https://pokemondb.net/pokedex/hakamo-o,Defense,160
P4000-783,783,Fighting,Hakamo-o,https://img.pokemondb.net/sprites/sword-shield/icon/hakamo-o.png,https://pokemondb.net/pokedex/hakamo-o,Defense,160
P4001-784,784,Dragon,Kommo-o,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,https://pokemondb.net/pokedex/kommo-o,Defense,230
P4002-784,784,Fighting,Kommo-o,https://img.pokemondb.net/sprites/sword-shield/icon/kommo-o.png,https://pokemondb.net/pokedex/kommo-o,Defense,230
P4003-785,785,Electric,Tapu Koko,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,https://pokemondb.net/pokedex/tapu-koko,Defense,160
P4004-785,785,Fairy,Tapu Koko,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-koko.png,https://pokemondb.net/pokedex/tapu-koko,Defense,160
P4005-786,786,Psychic,Tapu Lele,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,https://pokemondb.net/pokedex/tapu-lele,Defense,190
P4006-786,786,Fairy,Tapu Lele,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-lele.png,https://pokemondb.net/pokedex/tapu-lele,Defense,190
P4007-787,787,Grass,Tapu Bulu,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,https://pokemondb.net/pokedex/tapu-bulu,Defense,210
P4008-787,787,Fairy,Tapu Bulu,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-bulu.png,https://pokemondb.net/pokedex/tapu-bulu,Defense,210
P4009-788,788,Water,Tapu Fini,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,https://pokemondb.net/pokedex/tapu-fini,Defense,245
P4010-788,788,Fairy,Tapu Fini,https://img.pokemondb.net/sprites/sword-shield/icon/tapu-fini.png,https://pokemondb.net/pokedex/tapu-fini,Defense,245
P4011-789,789,Psychic,Cosmog,https://img.pokemondb.net/sprites/sword-shield/icon/cosmog.png,https://pokemondb.net/pokedex/cosmog,Defense,62
P4012-790,790,Psychic,Cosmoem,https://img.pokemondb.net/sprites/sword-shield/icon/cosmoem.png,https://pokemondb.net/pokedex/cosmoem,Defense,262
P4013-791,791,Psychic,Solgaleo,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,https://pokemondb.net/pokedex/solgaleo,Defense,196
P4014-791,791,Steel,Solgaleo,https://img.pokemondb.net/sprites/sword-shield/icon/solgaleo.png,https://pokemondb.net/pokedex/solgaleo,Defense,196
P4015-792,792,Psychic,Lunala,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,https://pokemondb.net/pokedex/lunala,Defense,196
P4016-792,792,Ghost,Lunala,https://img.pokemondb.net/sprites/sword-shield/icon/lunala.png,https://pokemondb.net/pokedex/lunala,Defense,196
P4017-793,793,Rock,Nihilego,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,https://pokemondb.net/pokedex/nihilego,Defense,178
P4018-793,793,Poison,Nihilego,https://img.pokemondb.net/sprites/sword-shield/icon/nihilego.png,https://pokemondb.net/pokedex/nihilego,Defense,178
P4019-794,794,Bug,Buzzwole,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,https://pokemondb.net/pokedex/buzzwole,Defense,192
P4020-794,794,Fighting,Buzzwole,https://img.pokemondb.net/sprites/sword-shield/icon/buzzwole.png,https://pokemondb.net/pokedex/buzzwole,Defense,192
P4021-795,795,Bug,Pheromosa,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,https://pokemondb.net/pokedex/pheromosa,Defense,74
P4022-795,795,Fighting,Pheromosa,https://img.pokemondb.net/sprites/sword-shield/icon/pheromosa.png,https://pokemondb.net/pokedex/pheromosa,Defense,74
P4023-796,796,Electric,Xurkitree,https://img.pokemondb.net/sprites/sword-shield/icon/xurkitree.png,https://pokemondb.net/pokedex/xurkitree,Defense,142
P4024-797,797,Steel,Celesteela,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,https://pokemondb.net/pokedex/celesteela,Defense,204
P4025-797,797,Flying,Celesteela,https://img.pokemondb.net/sprites/sword-shield/icon/celesteela.png,https://pokemondb.net/pokedex/celesteela,Defense,204
P4026-798,798,Grass,Kartana,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,https://pokemondb.net/pokedex/kartana,Defense,162
P4027-798,798,Steel,Kartana,https://img.pokemondb.net/sprites/sword-shield/icon/kartana.png,https://pokemondb.net/pokedex/kartana,Defense,162
P4028-799,799,Dark,Guzzlord,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,https://pokemondb.net/pokedex/guzzlord,Defense,106
P4029-799,799,Dragon,Guzzlord,https://img.pokemondb.net/sprites/sword-shield/icon/guzzlord.png,https://pokemondb.net/pokedex/guzzlord,Defense,106
P4030-800,800,Psychic,Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma.png,https://pokemondb.net/pokedex/necrozma,Defense,190
P4031-800,800,Psychic,Necrozma-Dusk Mane Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,https://pokemondb.net/pokedex/necrozma,Defense,236
P4032-800,800,Steel,Necrozma-Dusk Mane Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dusk-mane.png,https://pokemondb.net/pokedex/necrozma,Defense,236
P4033-800,800,Psychic,Necrozma-Dawn Wings Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,https://pokemondb.net/pokedex/necrozma,Defense,236
P4034-800,800,Ghost,Necrozma-Dawn Wings Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-dawn-wings.png,https://pokemondb.net/pokedex/necrozma,Defense,236
P4035-800,800,Psychic,Necrozma-Ultra Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,https://pokemondb.net/pokedex/necrozma,Defense,194
P4036-800,800,Dragon,Necrozma-Ultra Necrozma,https://img.pokemondb.net/sprites/sword-shield/icon/necrozma-ultra.png,https://pokemondb.net/pokedex/necrozma,Defense,194
P4037-801,801,Steel,Magearna,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,https://pokemondb.net/pokedex/magearna,Defense,230
P4038-801,801,Fairy,Magearna,https://img.pokemondb.net/sprites/sword-shield/icon/magearna.png,https://pokemondb.net/pokedex/magearna,Defense,230
P4039-802,802,Fighting,Marshadow,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,https://pokemondb.net/pokedex/marshadow,Defense,170
P4040-802,802,Ghost,Marshadow,https://img.pokemondb.net/sprites/sword-shield/icon/marshadow.png,https://pokemondb.net/pokedex/marshadow,Defense,170
P4041-803,803,Poison,Poipole,https://img.pokemondb.net/sprites/sword-shield/icon/poipole.png,https://pokemondb.net/pokedex/poipole,Defense,134
P4042-804,804,Poison,Naganadel,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,https://pokemondb.net/pokedex/naganadel,Defense,146
P4043-804,804,Dragon,Naganadel,https://img.pokemondb.net/sprites/sword-shield/icon/naganadel.png,https://pokemondb.net/pokedex/naganadel,Defense,146
P4044-805,805,Rock,Stakataka,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,https://pokemondb.net/pokedex/stakataka,Defense,312
P4045-805,805,Steel,Stakataka,https://img.pokemondb.net/sprites/sword-shield/icon/stakataka.png,https://pokemondb.net/pokedex/stakataka,Defense,312
P4046-806,806,Fire,Blacephalon,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,https://pokemondb.net/pokedex/blacephalon,Defense,132
P4047-806,806,Ghost,Blacephalon,https://img.pokemondb.net/sprites/sword-shield/icon/blacephalon.png,https://pokemondb.net/pokedex/blacephalon,Defense,132
P4048-807,807,Electric,Zeraora,https://img.pokemondb.net/sprites/sword-shield/icon/zeraora.png,https://pokemondb.net/pokedex/zeraora,Defense,155
P4049-808,808,Steel,Meltan,https://img.pokemondb.net/sprites/sword-shield/icon/meltan.png,https://pokemondb.net/pokedex/meltan,Defense,100
P4050-809,809,Steel,Melmetal,https://img.pokemondb.net/sprites/sword-shield/icon/melmetal.png,https://pokemondb.net/pokedex/melmetal,Defense,208
P4051-810,810,Grass,Grookey,https://img.pokemondb.net/sprites/sword-shield/icon/grookey.png,https://pokemondb.net/pokedex/grookey,Defense,90
P4052-811,811,Grass,Thwackey,https://img.pokemondb.net/sprites/sword-shield/icon/thwackey.png,https://pokemondb.net/pokedex/thwackey,Defense,130
P4053-812,812,Grass,Rillaboom,https://img.pokemondb.net/sprites/sword-shield/icon/rillaboom.png,https://pokemondb.net/pokedex/rillaboom,Defense,160
P4054-813,813,Fire,Scorbunny,https://img.pokemondb.net/sprites/sword-shield/icon/scorbunny.png,https://pokemondb.net/pokedex/scorbunny,Defense,80
P4055-814,814,Fire,Raboot,https://img.pokemondb.net/sprites/sword-shield/icon/raboot.png,https://pokemondb.net/pokedex/raboot,Defense,120
P4056-815,815,Fire,Cinderace,https://img.pokemondb.net/sprites/sword-shield/icon/cinderace.png,https://pokemondb.net/pokedex/cinderace,Defense,150
P4057-816,816,Water,Sobble,https://img.pokemondb.net/sprites/sword-shield/icon/sobble.png,https://pokemondb.net/pokedex/sobble,Defense,80
P4058-817,817,Water,Drizzile,https://img.pokemondb.net/sprites/sword-shield/icon/drizzile.png,https://pokemondb.net/pokedex/drizzile,Defense,110
P4059-818,818,Water,Inteleon,https://img.pokemondb.net/sprites/sword-shield/icon/inteleon.png,https://pokemondb.net/pokedex/inteleon,Defense,130
P4060-819,819,Normal,Skwovet,https://img.pokemondb.net/sprites/sword-shield/icon/skwovet.png,https://pokemondb.net/pokedex/skwovet,Defense,90
P4061-820,820,Normal,Greedent,https://img.pokemondb.net/sprites/sword-shield/icon/greedent.png,https://pokemondb.net/pokedex/greedent,Defense,170
P4062-821,821,Flying,Rookidee,https://img.pokemondb.net/sprites/sword-shield/icon/rookidee.png,https://pokemondb.net/pokedex/rookidee,Defense,70
P4063-822,822,Flying,Corvisquire,https://img.pokemondb.net/sprites/sword-shield/icon/corvisquire.png,https://pokemondb.net/pokedex/corvisquire,Defense,110
P4064-823,823,Flying,Corviknight,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,https://pokemondb.net/pokedex/corviknight,Defense,190
P4065-823,823,Steel,Corviknight,https://img.pokemondb.net/sprites/sword-shield/icon/corviknight.png,https://pokemondb.net/pokedex/corviknight,Defense,190
P4066-824,824,Bug,Blipbug,https://img.pokemondb.net/sprites/sword-shield/icon/blipbug.png,https://pokemondb.net/pokedex/blipbug,Defense,65
P4067-825,825,Bug,Dottler,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,https://pokemondb.net/pokedex/dottler,Defense,170
P4068-825,825,Psychic,Dottler,https://img.pokemondb.net/sprites/sword-shield/icon/dottler.png,https://pokemondb.net/pokedex/dottler,Defense,170
P4069-826,826,Bug,Orbeetle,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,https://pokemondb.net/pokedex/orbeetle,Defense,230
P4070-826,826,Psychic,Orbeetle,https://img.pokemondb.net/sprites/sword-shield/icon/orbeetle.png,https://pokemondb.net/pokedex/orbeetle,Defense,230
P4071-827,827,Dark,Nickit,https://img.pokemondb.net/sprites/sword-shield/icon/nickit.png,https://pokemondb.net/pokedex/nickit,Defense,80
P4072-828,828,Dark,Thievul,https://img.pokemondb.net/sprites/sword-shield/icon/thievul.png,https://pokemondb.net/pokedex/thievul,Defense,150
P4073-829,829,Grass,Gossifleur,https://img.pokemondb.net/sprites/sword-shield/icon/gossifleur.png,https://pokemondb.net/pokedex/gossifleur,Defense,120
P4074-830,830,Grass,Eldegoss,https://img.pokemondb.net/sprites/sword-shield/icon/eldegoss.png,https://pokemondb.net/pokedex/eldegoss,Defense,210
P4075-831,831,Normal,Wooloo,https://img.pokemondb.net/sprites/sword-shield/icon/wooloo.png,https://pokemondb.net/pokedex/wooloo,Defense,100
P4076-832,832,Normal,Dubwool,https://img.pokemondb.net/sprites/sword-shield/icon/dubwool.png,https://pokemondb.net/pokedex/dubwool,Defense,190
P4077-833,833,Water,Chewtle,https://img.pokemondb.net/sprites/sword-shield/icon/chewtle.png,https://pokemondb.net/pokedex/chewtle,Defense,88
P4078-834,834,Water,Drednaw,https://img.pokemondb.net/sprites/sword-shield/icon/drednaw.png,https://pokemondb.net/pokedex/drednaw,Defense,158
